file,label,score
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102460_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102467_0.jpg,M,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102469_0.jpg,F,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102469_1.jpg,M,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102469_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1024724_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1024733_0.jpg,F,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1024733_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1024733_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102478_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102488_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102492_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102500_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102500_1.jpg,F,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1025102_0.jpg,M,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1025102_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1025163_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102526_0.jpg,M,0.88
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102536_0.jpg,F,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102558_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102558_1.jpg,M,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102558_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102558_3.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102566_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102566_1.jpg,F,0.66
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102593_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102667_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\10267_0.jpg,F,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102685_0.jpg,F,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102690_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102701_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102701_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102719_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102721_0.jpg,M,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102728_0.jpg,F,0.72
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102744_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102757_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1027718_0.jpg,F,0.54
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1027718_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1027747_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1027762_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102782_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1027862_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102789_0.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102799_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102816_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102816_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102818_0.jpg,F,0.71
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102825_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102825_1.jpg,F,0.73
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102825_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1028539_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102855_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102855_1.jpg,F,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102861_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102900_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102910_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1029120_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1029120_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1029120_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1029120_3.jpg,M,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102913_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1029167_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1029234_0.jpg,F,0.52
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1029241_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102932_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1029360_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102945_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102951_0.jpg,F,0.77
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102951_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102984_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\102987_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103045_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103064_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103074_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103105_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103112_0.jpg,F,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1031218_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1031218_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1031254_0.jpg,M,0.72
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1031276_0.jpg,F,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1031294_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103129_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103129_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103130_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103135_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1031658_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103190_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1031969_0.jpg,M,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103218_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103218_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103218_2.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103239_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103243_0.jpg,M,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103243_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103262_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1032746_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1032746_1.jpg,F,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1032755_0.jpg,M,0.70
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1032764_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1032815_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1032817_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1032819_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1032825_0.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1032854_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103285_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103295_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103295_1.jpg,M,0.68
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103295_2.jpg,F,0.51
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103303_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103337_0.jpg,F,0.74
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1033643_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1033643_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1034032_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1034302_0.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1034303_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1034306_0.jpg,M,0.74
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1034306_1.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1034324_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1034325_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1034331_0.jpg,F,0.66
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1034389_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103516_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103516_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1035736_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103617_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103634_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103640_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103640_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103670_0.jpg,M,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103670_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103671_0.jpg,F,0.57
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103678_0.jpg,F,0.72
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103678_1.jpg,M,0.58
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1037033_0.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1037133_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1037156_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1037156_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1037218_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103759_0.jpg,F,0.63
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103767_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103768_0.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1037714_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103772_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1037850_0.jpg,M,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103791_0.jpg,F,0.57
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1038011_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1038011_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1038011_2.jpg,F,0.79
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1038045_0.jpg,F,0.67
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103805_0.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103813_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103843_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103854_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1038685_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1038693_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1038693_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103872_0.jpg,M,0.65
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103874_0.jpg,F,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103877_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103888_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1038915_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1038971_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103900_0.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103900_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103923_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103924_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\103935_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1039652_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1039652_1.jpg,M,0.70
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1039652_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1039914_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1039914_1.jpg,M,0.66
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104008_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104027_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104029_0.jpg,F,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104030_0.jpg,F,0.56
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104036_0.jpg,F,0.76
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104046_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104054_0.jpg,F,0.77
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104054_1.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104060_0.jpg,M,0.75
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104060_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104101_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104101_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104101_2.jpg,M,0.77
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104109_0.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104109_1.jpg,F,0.52
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104111_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104114_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104118_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104118_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104118_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104129_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104129_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104147_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104147_1.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104147_2.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104149_0.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104149_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104149_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104149_3.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104181_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104181_1.jpg,F,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\10418_0.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104225_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1042497_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1042497_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1042497_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1042567_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1042570_0.jpg,F,0.56
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104267_0.jpg,M,0.60
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104283_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1042877_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104291_0.jpg,M,0.52
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104321_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104321_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1043451_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104346_0.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104346_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104351_0.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1043635_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1043635_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1043635_2.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104365_0.jpg,F,0.75
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104365_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104376_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1043787_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1043787_1.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1043787_2.jpg,M,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1043787_3.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1043903_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104409_0.jpg,F,0.53
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104412_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104427_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104431_0.jpg,F,0.71
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104431_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104431_2.jpg,M,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104438_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104438_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104452_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104467_0.jpg,F,0.71
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104473_0.jpg,M,0.88
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104495_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104495_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104503_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104504_0.jpg,M,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104507_0.jpg,M,0.88
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104549_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104561_0.jpg,M,0.75
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045642_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045642_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045642_2.jpg,M,0.88
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045642_3.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045642_4.jpg,M,0.57
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045655_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045655_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104575_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045772_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045772_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045778_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045778_1.jpg,F,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104581_0.jpg,M,0.88
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104581_1.jpg,F,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104587_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104587_1.jpg,F,0.65
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045898_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1045898_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104612_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104612_1.jpg,F,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1046163_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1046163_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1046171_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1046245_0.jpg,F,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104647_0.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104652_0.jpg,F,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104684_0.jpg,M,0.70
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104691_0.jpg,M,0.76
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104693_0.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104697_0.jpg,M,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1047011_0.jpg,F,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1047011_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104714_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104743_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1047445_0.jpg,M,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1047481_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1047490_0.jpg,M,0.77
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1047517_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104761_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104765_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\104770_0.jpg,M,0.78
